pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
AL	NC_063213.1	5800001	5900000	0.0004136419547908	86069	1751379	4234045845	2752688
AL	NC_063213.1	5900001	6000000	0.0004620835356092	84744	1845964	3994870749	3272342
AL	NC_063213.1	6000001	6100000	0.000475301222346	80353	1906310	4010740790	2396422
AL	NC_063213.1	6100001	6200000	0.0002286590855681	86821	953284	4169018684	3113530
AL	NC_063213.1	6200001	6300000	3.18147321333147e-05	78059	123277	3874840105	2389596
AL	NC_063213.1	6300001	6400000	0.0003750140335686	84682	1506195	4016369696	3195700
AL	NC_063213.1	6400001	6500000	0.0006568526649156	85162	2748318	4184070716	2748956
AL	NC_063213.1	6500001	6600000	0.0005741476266199	82843	2226426	3877793614	3291962
AL	NC_063213.1	6600001	6700000	0.0002477227483132	83122	1004611	4055384525	2772666
AL	NC_063213.1	6700001	6800000	0.0006004330135078	77351	2251865	3750401709	2654748
AL	NC_063213.1	6800001	6900000	0.0003962316074312	83288	1558397	3933045650	3193580
AL	NC_063213.1	6900001	7000000	0.000746976536186	84026	2953634	3954118847	3265510
AL	NC_063213.1	7000001	7100000	0.0005516594162414	84517	2234187	4049939028	3050618
AL	NC_063213.1	7100001	7200000	0.0004542265923084	81280	1770291	3897374196	2930352
AL	NC_063213.1	7200001	7300000	0.0003702495765191	84217	1471708	3974907990	3239678
AL	NC_063213.1	7300001	7400000	0.0003666855765682	81472	1417782	3866478778	3066612
AL	NC_063213.1	7400001	7500000	1.933290031760301e-05	83719	76575	3960864575	3186408
AL	NC_063213.1	7500001	7600000	1.5134704231560356e-05	83900	60128	3972855966	3181124
AL	NC_063213.1	7600001	7700000	0.0003781476800036	81105	1509983	3993103964	2591162
AL	NC_063213.1	7700001	7800000	0.0009636963823712	82068	3964197	4113533134	2385876
AL	NC_063213.1	7800001	7900000	0.0005265554454308	79891	2125599	4036799958	2224258
AL	NC_063213.1	7900001	8000000	0.0006596415038031	81668	2689954	4077902898	2426148
AL	NC_063213.1	8000001	8100000	0.0003845906251862	84487	1524460	3963851171	3333504
AL	NC_063213.1	8100001	8200000	0.0006875350765489	83465	2798731	4070673767	2791004
AL	NC_063213.1	8200001	8300000	0.0002739341618723	86190	1097471	4006331275	3515974
AL	NC_063213.1	8300001	8400000	0.0006024976447044	84793	2409983	3999987421	3268096
AL	NC_063213.1	8400001	8500000	0.0005709074615007	83755	2176957	3813152125	3682332
AL	NC_063213.1	8500001	8600000	0.0005588436043629	82320	2160731	3866432367	3235106
AL	NC_063213.1	8600001	8700000	0.0005478523158874	81521	2086039	3807666664	3278306
AL	NC_063213.1	8700001	8800000	0.000631498810816	83296	2532584	4010433522	2956652
AL	NC_063213.1	8800001	8900000	0.0005487079678486	84757	2230924	4065776571	3045932
AL	NC_063213.1	8900001	9000000	0.0002780864486875	82332	1069280	3845135227	3309938
AL	NC_063213.1	9000001	9100000	0.0003688997040864	81241	1394972	3781439737	3298960
AL	NC_063213.1	9100001	9200000	0.0005197127760394	80353	1888972	3634646072	3612202
AL	NC_063213.1	9200001	9300000	0.0002504793575472	82199	910020	3633113758	3980594
AL	NC_063213.1	9300001	9400000	0.0004421383228376	81855	1638177	3705123296	3668798
AL	NC_063213.1	9400001	9500000	0.0005468865800584	81358	1998153	3653688119	3744822
AL	NC_063213.1	9500001	9600000	0.0003911293874148	78114	1417369	3623785493	3220418
AL	NC_063213.1	9600001	9700000	0.0004108092879174	81672	1517089	3692927703	3681066
AL	NC_063213.1	9700001	9800000	2.8395036940286654e-05	79012	103301	3637994915	3344850
AL	NC_063213.1	9800001	9900000	0.0002302981475495	80304	852973	3703777078	3376708
AL	NC_063213.1	9900001	10000000	0.0003817281522784	74731	1322333	3464069894	3085370
AL	NC_063213.1	10000001	10100000	5.930029786548212e-05	84446	234620	3956472538	3351808
AL	NC_063213.1	10100001	10200000	3.944837156809666e-05	86788	157667	3996793625	3662118
AL	NC_063213.1	10200001	10300000	0.0002962298344605	82982	1184534	3998699193	2925082
AL	NC_063213.1	10300001	10400000	0.0006389803372786	83583	2592139	4056680384	2857990
AL	NC_063213.1	10400001	10500000	0.0001447634703986	82942	579687	4004373468	2909852
AL	NC_063213.1	10500001	10600000	1.1576273574509196e-05	78103	44873	3876290562	2400410
AL	NC_063213.1	10600001	10700000	3.05438720893749e-05	84769	126845	4152878837	2771672
AL	NC_063213.1	10700001	10800000	1.9798612177189667e-05	83328	79124	3996441735	3000322
AL	NC_063213.1	10800001	10900000	2.733324035599956e-05	80626	102302	3742768829	3304306
AL	NC_063213.1	10900001	11000000	0.000394374862808	82078	1535206	3892758248	3100508
AL	NC_063213.1	11000001	11100000	0.0006117998979854	74116	2078461	3397288896	3187736
AL	NC_063213.1	11100001	11200000	0.0003728339747389	80054	1312761	3521033728	3937820
AL	NC_063213.1	11200001	11300000	0.0005110921001356	76078	1730014	3384935904	3615412
AL	NC_063213.1	11300001	11400000	0.0003236588791239	79883	1130045	3491469176	4002718
AL	NC_063213.1	11400001	11500000	0.0005440016280486	80047	1864445	3427278346	4255802
AL	NC_063213.1	11500001	11600000	0.000130205512761	79697	459404	3528299150	3843110
AL	NC_063213.1	11600001	11700000	0.0004016571232739	74399	1360150	3386346018	3280018
AL	NC_063213.1	11700001	11800000	0.0003967301839952	82101	1507148	3798924460	3414578
AL	NC_063213.1	11800001	11900000	0.0004917172618175	82386	1828046	3717677092	3733644
AL	NC_063213.1	11900001	12000000	0.0001551509389747	82699	573334	3695330520	3870822
AL	NC_063213.1	12000001	12100000	0.0002153438061274	81528	829392	3851478317	3129198
AL	NC_063213.1	12100001	12200000	0.0004792712974784	82302	1795306	3745907609	3625994
AL	NC_063213.1	12200001	12300000	0.0003147454141124	82180	1147460	3645676628	3939624
AL	NC_063213.1	12300001	12400000	0.000251254842182	78457	867882	3454190146	3848446
AL	NC_063213.1	12400001	12500000	0.0006415366210057	80289	2238045	3488569361	4091000
AL	NC_063213.1	12500001	12600000	0.0005458805719406	82163	1939644	3553238748	4243982
AL	NC_063213.1	12600001	12700000	0.0006172268644947	79680	2197861	3560864127	3730330
AL	NC_063213.1	12700001	12800000	0.0004499793360245	79897	1539378	3420997092	4243978
AL	NC_063213.1	12800001	12900000	0.0005182094451785	82930	1912413	3690424823	3929838
AL	NC_063213.1	12900001	13000000	0.0003629996214172	82205	1351868	3724158154	3677774
AL	NC_063213.1	13000001	13100000	0.0005495286802682	84088	2091719	3806387319	3772282
AL	NC_063213.1	13100001	13200000	0.0004253035343524	77452	1522068	3578780511	3240066
AL	NC_063213.1	13200001	13300000	0.0004719389989612	80534	1763613	3736951182	3308512
AL	NC_063213.1	13300001	13400000	0.0002069161953494	79931	774737	3744206676	3174990
AL	NC_063213.1	13400001	13500000	0.0005002721485383	81513	1896651	3791238440	3331434
AL	NC_063213.1	13500001	13600000	0.0004022784295767	82443	1540176	3828631830	3381250
AL	NC_063213.1	13600001	13700000	0.0005191654377565	81408	1979507	3812863600	3232656
AL	NC_063213.1	13700001	13800000	0.0005153241493225	79441	1868227	3625343393	3470904
AL	NC_063213.1	13800001	13900000	0.0003799763878273	84305	1476220	3885030879	3555332
AL	NC_063213.1	13900001	14000000	0.0002665049652994	83507	993196	3726744824	3922782
AL	NC_063213.1	14000001	14100000	0.0002577425904158	85835	1035355	4017011695	3412872
AL	NC_063213.1	14100001	14200000	0.0002594827612307	81760	998101	3846502154	3188724
AL	NC_063213.1	14200001	14300000	0.0002875163311558	86344	1151077	4003518671	3562194
AL	NC_063213.1	14300001	14400000	0.0004014586650073	80327	1494546	3722789244	3313142
AL	NC_063213.1	14400001	14500000	0.0003869098263684	83423	1521926	3933541865	3234228
AL	NC_063213.1	14500001	14600000	0.0003811606374209	84223	1497898	3929833915	3390600
AL	NC_063213.1	14600001	14700000	0.0003118287955679	83738	1250005	4008625944	3053580
AL	NC_063213.1	14700001	14800000	0.000426130519506	77392	1572282	3689672361	2868926
AL	NC_063213.1	14800001	14900000	0.0003984314754675	82433	1556037	3905406816	3134442
AL	NC_063213.1	14900001	15000000	0.0002442251467721	85157	978354	4005951119	3325268
AL	NC_063213.1	15000001	15100000	0.0005126037907517	82313	2000411	3902450657	3120592
AL	NC_063213.1	15100001	15200000	0.000513168850054	84457	2069227	4032253711	3102084
AL	NC_063213.1	15200001	15300000	0.0004424932365136	85399	1759099	3975425735	3464208
AL	NC_063213.1	15300001	15400000	0.0005088418960006	81559	2062129	4052592792	2486238
AL	NC_063213.1	15400001	15500000	0.000549925789299	85927	2420621	4401723009	2197772
AL	NC_063213.1	15500001	15600000	0.0003578667083985	83190	1475680	4123546464	2570836
AL	NC_063213.1	15600001	15700000	0.0001537132761063	84773	646713	4207268340	2596978
AL	NC_063213.1	15700001	15800000	0.0001167907227699	83601	474138	4059723142	2845806
AL	NC_063213.1	15800001	15900000	0.0001407879655501	81468	576647	4095854342	2332196
AL	NC_063213.1	15900001	16000000	0.0001338191453101	84464	530417	3963685456	3328312
AL	NC_063213.1	16000001	16100000	0.0002799747023875	76619	998067	3564847079	3126064
AL	NC_063213.1	16100001	16200000	0.000292591336923	82496	1080793	3693865346	3843276
AL	NC_063213.1	16200001	16300000	0.0001635354954377	83511	637262	3896780930	3377786
AL	NC_063213.1	16300001	16400000	0.0003545641642772	85998	1444744	4074703948	3256412
AL	NC_063213.1	16400001	16500000	0.0003861353123524	66660	1237192	3204037446	2385780
AL	NC_063213.1	16500001	16600000	0.000477865740027	82236	1869825	3912866823	3076210
AL	NC_063213.1	16600001	16700000	0.000315090384438	84457	1257474	3990835843	3237420
AL	NC_063213.1	16700001	16800000	0.0003114594536626	77451	1136779	3649845868	3002974
AL	NC_063213.1	16800001	16900000	0.0002933935362095	84712	1168624	3983127969	3312494
AL	NC_063213.1	16900001	17000000	0.0004760314115268	83855	1857200	3901423215	3418248
AL	NC_063213.1	17000001	17100000	0.000672570971461	81260	2558713	3804376205	3229270
AL	NC_063213.1	17100001	17200000	0.0003129080284944	85169	1274772	4073951078	3106542
AL	NC_063213.1	17200001	17300000	0.0003101311961763	84565	1194633	3852024610	3708214
AL	NC_063213.1	17300001	17400000	0.0003632968597781	83123	1455350	4005952600	2937022
AL	NC_063213.1	17400001	17500000	0.0003284476356715	80023	1211612	3688904618	3376962
AL	NC_063213.1	17500001	17600000	0.000494042953097	79000	1824930	3693869103	3160778
AL	NC_063213.1	17600001	17700000	0.0004929485355079	85110	1994629	4046323006	3182072
AL	NC_063213.1	17700001	17800000	0.0003226411526511	82264	1251820	3879914232	3179232
AL	NC_063213.1	17800001	17900000	0.0003659946096634	83691	1442432	3941129082	3253282
AL	NC_063213.1	17900001	18000000	0.0005965332738701	80875	2300844	3857025418	2986474
AL	NC_063213.1	18000001	18100000	0.0005216596260607	83590	2053072	3935654395	3251742
AL	NC_063213.1	18100001	18200000	0.0005720778496073	73940	2060998	3602653033	2501502
AL	NC_063213.1	18200001	18300000	0.0004834172105021	80422	1766310	3653800406	3570024
AL	NC_063213.1	18300001	18400000	0.0004795207627983	84171	1803624	3761305328	3940926
AL	NC_063213.1	18400001	18500000	0.0002911747695472	84477	1182519	4061200089	3020512
AL	NC_063213.1	18500001	18600000	0.0002088120925719	80624	816589	3910640375	2771530
AL	NC_063213.1	18600001	18700000	0.0003802256412556	82871	1400408	3683097214	3949898
AL	NC_063213.1	18700001	18800000	0.0001644109392953	80973	605281	3681512937	3580880
AL	NC_063213.1	18800001	18900000	0.0001727209459932	79759	652840	3779738446	3041258
AL	NC_063213.1	18900001	19000000	0.0002632074186754	81293	1023526	3888666988	2968906
AL	NC_063213.1	19000001	19100000	0.0004689487370617	77378	1680811	3584210527	3204670
AL	NC_063213.1	19100001	19200000	0.0001997982888069	80440	705669	3531907126	3976012
AL	NC_063213.1	19200001	19300000	0.0005251830952401	80005	1896679	3611462397	3623744
AL	NC_063213.1	19300001	19400000	0.0003127213418321	80584	1121342	3585754632	3822112
AL	NC_063213.1	19400001	19500000	9.065817499204276e-05	81487	321504	3546332143	4130384
AL	NC_063213.1	19500001	19600000	0.000387026323352	77555	1357991	3508782008	3487518
AL	NC_063213.1	19600001	19700000	0.0001253174807841	81861	464443	3706130997	3674824
AL	NC_063213.1	19700001	19800000	0.0006454656590386	79789	2200157	3408635253	4264888
AL	NC_063213.1	19800001	19900000	0.0003049157370444	76947	1010433	3313810595	4026520
AL	NC_063213.1	19900001	20000000	0.0003335842400173	80307	1175431	3523640685	3984468
AL	NC_063213.1	20000001	20100000	0.0005304960149479	73455	1739752	3279481751	3463296
AL	NC_063213.1	20100001	20200000	0.000473544332119	78751	1653500	3491753333	3783580
AL	NC_063213.1	20200001	20300000	0.0005570441793618	79869	1940684	3483896021	4027160
AL	NC_063213.1	20300001	20400000	0.0004210490571166	74903	1404547	3335827444	3548166
AL	NC_063213.1	20400001	20500000	0.0003387853536524	82141	1207125	3563096772	4205506
AL	NC_063213.1	20500001	20600000	0.0005378420115617	81578	1959660	3643560670	3829400
AL	NC_063213.1	20600001	20700000	0.0004777888508325	82367	1785175	3736326197	3668036
AL	NC_063213.1	20700001	20800000	0.0003166962231211	83379	1207981	3814320828	3603566
AL	NC_063213.1	20800001	20900000	0.0003696430567776	82246	1441891	3900765816	3115220
AL	NC_063213.1	20900001	21000000	0.0005586209103608	81100	1989140	3560804766	4013772
AL	NC_063213.1	21000001	21100000	0.0005049714127405	84107	1989220	3939272501	3355596
AL	NC_063213.1	21100001	21200000	0.0003005118079063	86290	1274647	4241587074	2774952
AL	NC_063213.1	21200001	21300000	0.000273826837635	78694	1041139	3802180272	2745396
AL	NC_063213.1	21300001	21400000	0.0002737284580733	84419	1055650	3856559188	3670566
AL	NC_063213.1	21400001	21500000	0.0001941189150074	81275	779144	4013745904	2555406
AL	NC_063213.1	21500001	21600000	0.0004773696810889	83669	1956417	4098326889	2745408
AL	NC_063213.1	21600001	21700000	0.0004563037726211	81197	1761968	3861392576	3034834
AL	NC_063213.1	21700001	21800000	0.0002644818610888	83138	1012373	3827759665	3514522
AL	NC_063213.1	21800001	21900000	0.0006679538334083	83441	2519356	3771751690	3754590
AL	NC_063213.1	21900001	22000000	0.0006394756227966	82062	2437837	3812243834	3370176
AL	NC_063213.1	22000001	22100000	0.0004366530992762	81701	1629076	3730824315	3560684
AL	NC_063213.1	22100001	22200000	0.0005811712061285	80234	2116837	3642363864	3575532
AL	NC_063213.1	22200001	22300000	0.0007017009631741	67606	2269870	3234811008	2464652
AL	NC_063213.1	22300001	22400000	0.0006564655924697	74649	2388028	3637704744	2504882
AL	NC_063213.1	22400001	22500000	0.0004502827969317	71050	1560070	3464644909	2384362
AL	NC_063213.1	22500001	22600000	0.0009802617931011	66813	3147311	3210684148	2392922
AL	NC_063213.1	22600001	22700000	0.000412632737276	77818	1492490	3616993673	3180554
AL	NC_063213.1	22700001	22800000	0.0008311254583641	70958	2911210	3502732314	2239920
AL	NC_063213.1	22800001	22900000	0.0007668395291123	64178	2391636	3118822008	2189564
AL	NC_063213.1	22900001	23000000	0.0004736055926513	73681	1627277	3435932821	2976016
AL	NC_063213.1	23000001	23100000	0.0003034522993566	74346	1057194	3483888579	2946782
AL	NC_063213.1	23100001	23200000	0.0002792017434759	78755	1030977	3692587973	3110844
AL	NC_063213.1	23200001	23300000	0.0004976422882156	79433	1818731	3654695437	3376168
AL	NC_063213.1	23300001	23400000	0.0001964256883096	73948	682847	3476363025	2905358
AL	NC_063213.1	23400001	23500000	0.0007188748927085	67314	2337672	3251848164	2363268
AL	NC_063213.1	23500001	23600000	0.0004097724604588	71260	1350854	3296595380	2963816
AL	NC_063213.1	23600001	23700000	0.0005370908703257	73134	1793834	3339907824	3186188
AL	NC_063213.1	23700001	23800000	0.0006081050211921	74417	2076041	3413951419	3196404
AL	NC_063213.1	23800001	23900000	0.0004939726358668	76311	1681313	3403656150	3598018
AL	NC_063213.1	23900001	24000000	0.0007743172884623	75365	2674910	3454539941	3246320
AL	NC_063213.1	24000001	24100000	0.0004514738573024	77023	1597800	3539075351	3287056
AL	NC_063213.1	24100001	24200000	0.0007823697308334	76247	2730172	3489618645	3300284
AL	NC_063213.1	24200001	24300000	0.0004888984440721	81340	1808524	3699181337	3593398
AL	NC_063213.1	24300001	24400000	0.0004705930326684	73514	1624850	3452771051	2896758
AL	NC_063213.1	24400001	24500000	0.0007817997651977	71838	2680111	3428129707	2653790
AL	NC_063213.1	24500001	24600000	0.0006578942824002	71888	2202024	3347078792	2923472
AL	NC_063213.1	24600001	24700000	0.0007475927071948	62003	2252164	3012554802	2115362
AL	NC_063213.1	24700001	24800000	0.0007217981955476	71783	2478685	3434041558	2624346
AL	NC_063213.1	24800001	24900000	0.0006036368220493	74934	2213138	3666340288	2479836
AL	NC_063213.1	24900001	25000000	0.0001817218325919	79324	646461	3557420651	3675682
AL	NC_063213.1	25000001	25100000	0.0001440769088591	76269	512065	3554108733	3089552
AL	NC_063213.1	25100001	25200000	0.0008444465221542	77906	3089836	3659007313	3065050
AL	NC_063213.1	25200001	25300000	0.0008131911758688	74613	2804936	3449294684	3122410
AL	NC_063213.1	25300001	25400000	0.0004750993800589	80469	1799249	3787100290	3140222
AL	NC_063213.1	25400001	25500000	0.0004802692499889	76438	1683075	3504440478	3291912
AL	NC_063213.1	25500001	25600000	0.0004070014564977	83867	1514764	3721765551	4009992
AL	NC_063213.1	25600001	25700000	0.0006222464740761	81100	2245059	3607989910	3846236
AL	NC_063213.1	25700001	25800000	0.0005595028524585	81931	2088956	3733593119	3595360
AL	NC_063213.1	25800001	25900000	0.000226688722656	78685	823655	3633418506	3299974
AL	NC_063213.1	25900001	26000000	0.0004627944593542	80350	1690472	3652749003	3561110
AL	NC_063213.1	26000001	26100000	0.0005238517392946	73423	1721465	3286168339	3426528
AL	NC_063213.1	26100001	26200000	0.0006429820770027	76989	2269095	3529017497	3313352
AL	NC_063213.1	26200001	26300000	0.0005029343211185	78303	1741847	3463368728	3787862
AL	NC_063213.1	26300001	26400000	0.0004521706652902	84531	1759464	3891150256	3572998
AL	NC_063213.1	26400001	26500000	0.0003379168491291	80376	1230907	3642632805	3592566
AL	NC_063213.1	26500001	26600000	0.0004250850791864	83075	1617898	3806056903	3575784
AL	NC_063213.1	26600001	26700000	0.0004059616914553	84350	1640068	4039957549	3054002
AL	NC_063213.1	26700001	26800000	0.0002044966126863	86182	820005	4009870820	3500748
AL	NC_063213.1	26800001	26900000	0.0002652718761816	82879	1034739	3900673584	3225846
AL	NC_063213.1	26900001	27000000	0.0003744531311776	83628	1469528	3924464446	3291132
AL	NC_063213.1	27000001	27100000	0.0003711789443177	83316	1481048	3990118574	3017684
AL	NC_063213.1	27100001	27200000	0.0004693554272973	79260	1793577	3821362012	2791136
AL	NC_063213.1	27200001	27300000	0.000584742951183	85265	2366403	4046911545	3209536
AL	NC_063213.1	27300001	27400000	0.0005622237132542	85195	2232625	3971061603	3437760
AL	NC_063213.1	27400001	27500000	0.0005212969751432	83260	2071517	3973775216	3060808
AL	NC_063213.1	27500001	27600000	0.0004414420042298	77704	1654258	3747395998	2735268
AL	NC_063213.1	27600001	27700000	0.0004399555857472	82354	1742299	3960170200	2931212
AL	NC_063213.1	27700001	27800000	0.0005173869626525	80300	2009121	3883207628	2786008
AL	NC_063213.1	27800001	27900000	0.0005053999766571	85657	2069505	4094786497	3121760
AL	NC_063213.1	27900001	28000000	0.0002487407737813	83731	1014623	4079037725	2808684
AL	NC_063213.1	28000001	28100000	0.0004666754754221	83711	1873814	4015239923	3009808
AL	NC_063213.1	28100001	28200000	0.0003743526386763	79321	1417272	3785927635	2923428
AL	NC_063213.1	28200001	28300000	0.0004600909889136	77913	1664721	3618243000	3193010
AL	NC_063213.1	28300001	28400000	0.000333281950528	81005	1233104	3699882331	3520316
AL	NC_063213.1	28400001	28500000	0.0003711901886775	75646	1308670	3525605040	3063932
AL	NC_063213.1	28500001	28600000	0.0004927755771012	79901	1810819	3674733660	3391954
AL	NC_063213.1	28600001	28700000	0.0004613473714294	82275	1706775	3699544217	3771308
AL	NC_063213.1	28700001	28800000	0.000434817840663	78862	1502479	3455421695	3930350
AL	NC_063213.1	28800001	28900000	0.0006758372623883	77515	2332894	3451857614	3671370
AL	NC_063213.1	28900001	29000000	0.0005543742771411	76821	1878719	3388900022	3747166
AL	NC_063213.1	29000001	29100000	0.0006829344705167	79994	2324266	3403351420	4323284
AL	NC_063213.1	29100001	29200000	0.0004565888533123	78314	1545060	3383919666	4058488
AL	NC_063213.1	29200001	29300000	0.0004354049838086	71677	1380875	3171472655	3461700
AL	NC_063213.1	29300001	29400000	0.0003595825375999	77640	1208399	3360560855	4004706
AL	NC_063213.1	29400001	29500000	0.0007195573168509	80772	2412637	3352946240	4651688
AL	NC_063213.1	29500001	29600000	0.000792963222229	74371	2515062	3171725913	3998564
AL	NC_063213.1	29600001	29700000	0.0005819922178774	82033	2003139	3441865610	4598550
AL	NC_063213.1	29700001	29800000	0.0002302341576508	79122	791423	3437469957	4036626
AL	NC_063213.1	29800001	29900000	0.0004646657393199	83745	1748384	3762670350	3850358
AL	NC_063213.1	29900001	30000000	0.0005925481732228	84727	2345013	3957506083	3396040
AL	NC_063213.1	30000001	30100000	0.0004724644149272	82342	1786903	3782090129	3515410
AL	NC_063213.1	30100001	30200000	0.0008475835305864	75931	3158477	3726449236	2467982
AL	NC_063213.1	30200001	30300000	0.000454819989285	81824	1747400	3841959547	3217010
AL	NC_063213.1	30300001	30400000	0.0003929980923042	83402	1513141	3850250242	3499304
AL	NC_063213.1	30400001	30500000	0.0007704234621348	80761	2797796	3631504150	3707750
AL	NC_063213.1	30500001	30600000	0.0008193602259489	81727	3146943	3840731952	3210070
AL	NC_063213.1	30600001	30700000	0.0003092845296548	84035	1225984	3963935737	3240660
AL	NC_063213.1	30700001	30800000	0.0002387777019064	83890	932696	3906126881	3398498
AL	NC_063213.1	30800001	30900000	0.0006089632519846	82129	2286194	3754239673	3556368
AL	NC_063213.1	30900001	31000000	0.0002682973851432	80429	992302	3698515360	3415250
AL	NC_063213.1	31000001	31100000	0.0006546071939195	84164	2530946	3866358365	3585510
AL	NC_063213.1	31100001	31200000	0.000714103929973	83055	2766387	3873927707	3349464
AL	NC_063213.1	31200001	31300000	0.0005645526547873	82001	2184678	3869750645	3162664
AL	NC_063213.1	31300001	31400000	0.0005666039585585	83582	2205376	3892270724	3382340
AL	NC_063213.1	31400001	31500000	0.0005135682265982	80671	1896174	3692155982	3481282
AL	NC_063213.1	31500001	31600000	0.0003411624732435	85325	1347733	3950413969	3531984
AL	NC_063213.1	31600001	31700000	0.0006217445497054	74575	2251306	3620950117	2544108
